	N2_mockRNAi_1	N2_mockRNAi_2	N2_rege1RNAi_1	N2_rege1RNAi_2	glp1_mockRNAi_1	glp1_mockRNAi_2	glp1_rege1RNAi_1	glp1_rege1RNAi_2
WBGene00044458	3	3	3	3	3	3	3	3
WBGene00044723	3	3	3	3	3	3	3	3
WBGene00004427	7.808475873	8.49823161	8.102026531	8.042500322	8.012804073	7.767019924	8.342882382	7.329015218
WBGene00019659	3.376938259	3	3	3	3.146839394	3.313654502	3.161589261	3
WBGene00019660	3	3	3.297690316	3	3.280104283	3	3.161589261	3
WBGene00019661	3.922768025	4.629312613	3.754908845	5.09567233	4.496412524	4.777585913	4.345249847	4.533097392
WBGene00019662	3.200744779	3	3	3	3.146839394	3.313654502	3.161589261	3
WBGene00019663	3	3	3	3	3	3	3	3
WBGene00019664	4.317833773	4.574024673	4.950351706	4.630182696	4.792543263	4.923262511	4.647699018	4.880982825
WBGene00019665	3.533936598	3.301737941	3.426278156	3	3.618902645	3.313654502	3.671377669	3.839309669
WBGene00010778	7.007055792	5.585325695	6.716582095	6.012995275	6.825621123	7.110286696	6.882462951	7.395441435
WBGene00010779	3	3	3	3	3	3	3	3
WBGene00010780	3.533936598	3.551153539	3.297690316	3.177560818	3.280104283	3.684486619	3.774933909	4.366469162
WBGene00010781	8.118520954	6.95784731	7.129332409	7.751253982	7.431030167	7.459870753	7.015281867	7.73171977
WBGene00010782	4.032129483	3.948984728	3.156509871	3.177560818	3.514566991	3.571146702	3.161589261	3.21143436
WBGene00010783	3	3	3.156509871	3	3	3	3	3.21143436
WBGene00010784	3.200744779	3.15874315	3.297690316	3	3.146839394	3	3.161589261	3.21143436
WBGene00019666	3.200744779	3	3.426278156	3.335643599	3.280104283	3	3.559809383	4.073732044
WBGene00019667	3.200744779	3.431828966	3.54433698	3.478102426	3.280104283	3.313654502	3.161589261	3.706070801
WBGene00019668	3	3	3	3	3	3	3	3
WBGene00019669	3	3	3	3	3	3	3	3
WBGene00005640	3	3	3	3	3	3	3	3
WBGene00019670	3	3	3	3	3	3	3	3
WBGene00019671	3	3	3	3	3	3	3	3
WBGene00019672	6.399807775	5.406978897	5.07328892	5.729382069	4.999984546	5.392292662	5.689714257	5.705835647
WBGene00023432	3.533936598	3	3.54433698	3.726700989	3.514566991	3.16533442	3.871552142	3.21143436
WBGene00019673	4.032129483	4.113128386	3.54433698	4.287278042	3.280104283	3.789567328	3.962103937	3.961277016
WBGene00004888	3	3	3	3.177560818	3.146839394	3	3	3.21143436
WBGene00019674	3.804431592	3.301737941	3.54433698	3.607749765	3.146839394	3	3.161589261	3
WBGene00003400	6.743212874	6.117152652	6.39379536	6.981818309	6.758680033	6.590933193	7.107440952	7.340300828
WBGene00044896	3	3	3	3	3	3	3	3
WBGene00045052	3	3	3.156509871	3	3	3	3.161589261	3
WBGene00045053	3.376938259	3.15874315	3	3	3	3.16533442	3	3.395805922
WBGene00010785	10.91860391	12.12989779	11.72303763	11.40862571	11.22845461	11.04643097	11.44745174	10.73882735
WBGene00003789	5.770272796	5.4689101	5.112045293	5.514734419	5.692473547	4.725564028	5.428996868	4.941518661
WBGene00000659	3	3	3	3	3	3	3	3
WBGene00010786	3.376938259	3.301737941	3	3	3.146839394	3	3.161589261	3
WBGene00010787	3	3	3	3	3	3	3	3
WBGene00019675	3	3	3	3	3	3.16533442	3	3
WBGene00005883	3	3	3	3	3	3	3	3
WBGene00019676	3	3	3	3	3	3	3	3
WBGene00005868	3	3	3	3	3	3	3	3
WBGene00005862	3	3.15874315	3	3	3	3	3	3
WBGene00005867	3	3	3	3	3	3	3	3
WBGene00005866	3	3	3	3	3	3	3	3
WBGene00005859	3	3	3	3	3	3	3	3
WBGene00003515	3	3.15874315	3	3.335643599	3.514566991	3.16533442	3.559809383	3
WBGene00006874	6.226558588	5.718763099	5.622095696	5.376024697	6.012805988	6.191490293	5.330453063	5.519834449
WBGene00010788	3	3.301737941	3.156509871	3.177560818	3.146839394	3.16533442	3	3.21143436
WBGene00010789	3.200744779	3	3.426278156	3.177560818	3.280104283	3.684486619	3	3.395805922
WBGene00010790	3	3.15874315	3	3	3	3	3	3.21143436
WBGene00010791	3	3	3	3	3	3	3	3
WBGene00005967	3.376938259	3	3	3.177560818	3	3	3	3
WBGene00010792	3	3	3	3.177560818	3	3	3	3
WBGene00000448	3.200744779	3	3.54433698	3.177560818	3.514566991	3.313654502	3.30688891	3.559263004
WBGene00019677	3.533936598	3.431828966	3.426278156	3	3.280104283	3	3	3
WBGene00019678	3	3	3.156509871	3.177560818	3	3.684486619	3.30688891	3.395805922
WBGene00019679	3	3	3.297690316	3	3.146839394	3.313654502	3.438884535	3.395805922
WBGene00019680	3	3	3	3	3	3	3	3
WBGene00019681	3	3	3	3	3	3	3	3
WBGene00019682	3.200744779	3.301737941	4.022394409	3.177560818	3.280104283	3.448137644	4.411025135	4.452187592
WBGene00000939	6.95245256	6.534135374	6.543079712	6.843878605	6.688481098	6.675626462	5.662965955	6.911466269
WBGene00003709	3.804431592	3.859333042	3.65346132	3.478102426	3.893075286	3.887511217	3.559809383	3.559263004
WBGene00044368	3	3	3	3	3	3	3	3
WBGene00019690	3	3	3.156509871	3	3	3.571146702	3.30688891	3
WBGene00019691	4.133781893	3.15874315	3	3.177560818	3.716198971	3.684486619	4.047306292	3.559263004
WBGene00019683	3	3	3.156509871	3.335643599	3.146839394	3	3	3
WBGene00001507	4.228740898	4.033389744	3.938624509	5.004434092	4.836486432	4.725564028	4.473931904	4.880982825
WBGene00019684	3	3	3	3	3	3	3	3
WBGene00019685	3	3	3	3	3	3	3	3
WBGene00019686	3.675514316	3.948984728	3.754908845	4.567814026	4.382456935	4.065457866	3.671377669	4.073732044
WBGene00019687	3.675514316	3.661358331	3.426278156	3.335643599	3.618902645	3.313654502	3.559809383	3.395805922
WBGene00019688	3	3	3	3	3	3	3	3
WBGene00019689	3	3	3	3	3	3	3	3
WBGene00006606	5.63812088	4.629312613	4.815954442	4.207706244	4.747219462	5.288545172	4.592070135	4.751712826
WBGene00010793	4.760716689	4.394184202	5.222433581	4.287278042	5.111492478	5.055569097	4.850963174	5.055464737
WBGene00010794	5.196291131	4.831436438	5.07328892	4.689966488	4.999984546	4.777585913	4.701262307	4.999616359
WBGene00019692	3.675514316	3.551153539	3.938624509	3.836587268	3.514566991	3.887511217	3.671377669	3.839309669
WBGene00006594	8.685394457	7.23235936	7.388067169	7.722914274	7.856183288	7.842231016	7.94797887	9.492190669
WBGene00019693	3.376938259	3.15874315	3	3.177560818	3	3	3.161589261	3.21143436
WBGene00000630	3.533936598	3	3.426278156	3	3.146839394	3	3	3.21143436
WBGene00019695	3	3.301737941	3	3	3.146839394	3	3	3
WBGene00044616	3	3	3	3	3	3	3	3
WBGene00010795	3.376938259	3	3.297690316	3	3.146839394	3	3.30688891	3.395805922
WBGene00010796	5.196291131	4.456655316	5.42070465	5.139215116	5.56766738	5.425280942	5.428996868	5.559002657
WBGene00000205	3.200744779	3	3.156509871	3.177560818	3.280104283	3.16533442	3.559809383	3.21143436
WBGene00019697	6.79067511	5.666859571	6.543079712	5.757596242	6.589230966	6.469672128	5.864232974	6.833745855
WBGene00019698	4.695714468	3.859333042	5.033462591	4.907033927	4.879130601	4.366553285	3.774933909	5.559002657
WBGene00002211	3.376938259	3.15874315	3	3.177560818	3.402093432	3.16533442	3	3.395805922
WBGene00010803	3	3.15874315	3.426278156	3	3.280104283	3.16533442	3.559809383	3.21143436
WBGene00005758	3	3	3	3	3	3	3	3
WBGene00045337	3	3	3	3	3	3	3	3
WBGene00005106	3	3	3	3	3	3	3	3
WBGene00010797	3.200744779	3	3	3	3	3	3.161589261	3
WBGene00010798	3	3	3	3	3	3	3	3
WBGene00010799	3	3.15874315	3.297690316	3.177560818	3.514566991	3.313654502	3.671377669	3.395805922
WBGene00010800	3	3	3	3	3	3	3	3
WBGene00010801	3	3	3	3	3	3	3	3
WBGene00010802	3	3	3	3	3.146839394	3	3	3
WBGene00006195	3.200744779	3.763738925	3.54433698	3.335643599	3.716198971	3.448137644	3.161589261	3.395805922
WBGene00019705	3	3	3	3	3	3	3	3
WBGene00019699	4.481039608	3.948984728	7.803643513	8.240413731	4.602022197	4.432940149	7.230955494	8.309994549
WBGene00019700	3	3	3	3	3	3	3	3
WBGene00019702	3	3	3	3	3	3	3	3
WBGene00019703	3	3	3	3	3	3	3	3
WBGene00019704	3	3	3	3	3.146839394	3	3	3
WBGene00019706	3.376938259	3.15874315	3.156509871	3.177560818	3.618902645	3.313654502	3	3.559263004
WBGene00004743	6.226558588	5.4689101	5.822350243	5.641269697	5.954178364	6.354505164	6.234933718	6.227348985
WBGene00006461	3.922768025	3.15874315	4.022394409	3.478102426	3.618902645	3.789567328	4.127756154	3.395805922
WBGene00003750	3	3.15874315	3	3	3	3	3	3.21143436
WBGene00001309	3	3	3	3	3	3	3	3.21143436
WBGene00001196	8.254502849	7.310551032	7.255865066	7.77214931	7.668358714	7.707921267	7.66085534	8.100304006
WBGene00044897	4.695714468	4.516533227	4.247957842	4.287278042	4.123371269	3.979226368	4.203955806	4.275334211
WBGene00001063	3	3	3	3.177560818	3.146839394	3	3	3.706070801
WBGene00019709	3	3	3	3	3.146839394	3	3	3
WBGene00019710	3.675514316	3.301737941	3	3.335643599	3.280104283	3.313654502	3.30688891	3.21143436
WBGene00019711	3.922768025	3.15874315	3.156509871	3.335643599	3.280104283	3.16533442	3.559809383	3.21143436
WBGene00019712	4.032129483	3.763738925	3.426278156	3.836587268	3.402093432	3.448137644	3.671377669	3.559263004
WBGene00019713	9.122550481	8.374251546	8.909944598	8.837594701	9.021554618	9.108494313	9.157853272	9.453739463
WBGene00000474	4.228740898	4.033389744	4.022394409	4.287278042	3.402093432	3.448137644	3.438884535	3.395805922
WBGene00002225	3	3	3	3	3.146839394	3	3	3
WBGene00006508	6.95245256	6.192508891	6.244807093	5.941007923	6.664301312	6.891668396	6.601785568	7.235403873
WBGene00010804	3	3	3.297690316	3	3	3	3.30688891	3
WBGene00010805	3.922768025	3.551153539	3.754908845	3.607749765	3.893075286	3.16533442	3.774933909	3.559263004
WBGene00010806	5.047929821	4.574024673	4.815954442	3.938692934	4.550183513	5.012801033	4.850963174	4.999616359
WBGene00010807	4.481039608	3.948984728	4.176617942	4.567814026	3.973994676	4.615530216	4.203955806	4.533097392
WBGene00006595	6.271860063	5.49890646	6.191517183	5.339158429	6.242475199	5.940811324	5.689714257	6.126658933
WBGene00010808	3.376938259	3.431828966	3.156509871	3	3.146839394	3.313654502	3.161589261	3.706070801
WBGene00001639	3	3	3	3.335643599	3.146839394	3	3.438884535	3.21143436
WBGene00004428	3	3	3	3	3	3.16533442	3	3
WBGene00010809	3	3.15874315	3.426278156	3	3.402093432	3	3	3
WBGene00010810	4.994880279	4.831436438	4.906929012	4.747371162	4.836486432	4.49640608	4.647699018	5.055464737
WBGene00010811	6.910099646	5.81728321	6.329469806	5.78526921	6.123364175	6.229340859	6.141143093	6.880878677
WBGene00010812	3	3	3	3	3	3.16533442	3	3
WBGene00010813	5.24253783	4.456655316	5.481169693	5.262473317	5.342375655	5.771557684	5.187627876	6.202827602
WBGene00010814	5.832070141	5.308792716	5.257429272	5.004434092	4.496412524	4.725564028	5.840557445	5.211103024
WBGene00010815	5.530402515	4.922784263	5.1497877	4.956555821	5.146825436	4.432940149	4.473931904	5.670504517
WBGene00005526	3	3	3	3	3	3	3	3
WBGene00010823	3	3	3	3	3	3	3	3
WBGene00004509	3.376938259	3.431828966	3.754908845	3.726700989	3.807346091	4.223846317	4.127756154	4.452187592
WBGene00005525	3	3	3	3	3	3	3	3
WBGene00010825	3	3	3	3	3	3.16533442	3.161589261	3.395805922
WBGene00010817	3	3	3	3	3	3	3	3
WBGene00005858	3	3	3	3	3	3	3	3
WBGene00010819	3	3	3	3	3	3	3	3
WBGene00010820	3	3	3	3	3	3	3.161589261	3.21143436
WBGene00010821	3	3	3	3.335643599	3	3.16533442	3	3
WBGene00010822	3	3.551153539	3.156509871	3.177560818	3.402093432	3.887511217	3.671377669	3.706070801
WBGene00019714	3	3	3	3	3	3	3	3
WBGene00019715	5.148512723	4.574024673	4.950351706	4.956555821	4.602022197	4.432940149	4.411025135	5.351573998
WBGene00019716	6.479207655	5.4689101	6.038965001	5.61066104	6.03183078	5.846538617	6.081795078	6.366320383
WBGene00004905	6.660465248	5.64019034	6.312930069	5.78526921	6.290658661	6.132784729	5.998664531	6.64641955
WBGene00044341	3	3	3	3	3	3	3	3
WBGene00019717	4.228740898	3.948984728	6.753822384	5.700605099	4.050615415	4.366553285	6.160395357	6.344068347
WBGene00019718	3	3	3	3	3	3	3	3
WBGene00019719	8.805789705	8.520336812	8.012675302	8.738444927	8.63660443	8.462910511	8.404732685	8.970737618
WBGene00019720	4.556203609	3.859333042	4.718854719	4.362689523	4.700425453	4.223846317	4.647699018	4.275334211
WBGene00019721	3	3	3	3	3	3	3	3
WBGene00019722	3.200744779	3	3	3	3	3	3	3
WBGene00002150	3.376938259	3.763738925	3.426278156	3.938692934	3.807346091	4.432940149	3.559809383	3.839309669
WBGene00004829	6.003008694	5.203433051	5.798786649	5.481287134	6.175620328	6.247900146	5.296050354	6.227348985
WBGene00005153	4.032129483	3.15874315	3.754908845	3.335643599	3.514566991	3.313654502	3.438884535	4.533097392
WBGene00010827	4.133781893	3.431828966	3.54433698	3.836587268	3.716198971	5.012801033	4.345249847	4.178051751
WBGene00010828	6.743212874	5.931665945	6.078641788	6.081560685	6.792538802	6.531576312	6.723276424	6.970762084
WBGene00010829	3.200744779	3	3	3	3.402093432	3	3.30688891	3.21143436
WBGene00019723	3.376938259	3.15874315	3	3	3	3	3	3
WBGene00019724	3.200744779	3.431828966	3.754908845	3.177560818	3.618902645	3	3.438884535	3.395805922
WBGene00003884	5.41398771	4.260489666	4.718854719	4.207706244	4.700425453	4.557197317	4.411025135	3.706070801
WBGene00019725	7.868691511	7.250105194	7.157396385	7.77214931	7.342372608	7.694452857	7.353115208	7.679358866
WBGene00019726	6.75920774	6.174035617	6.078641788	5.989396364	6.226049676	6.132784729	6.040828487	6.628119255
WBGene00000287	3.675514316	3.15874315	4.176617942	3.836587268	3.618902645	4.146824615	3.559809383	3.839309669
WBGene00044690	3.200744779	3.301737941	3	3	3.146839394	3	3	3
WBGene00019727	3.922768025	3.551153539	3.426278156	3.335643599	3.618902645	4.065457866	3	4.609709533
WBGene00019728	3.376938259	3.301737941	3.156509871	3	3.146839394	3.684486619	3.161589261	3.395805922
WBGene00019729	4.133781893	3.763738925	3.754908845	4.434354191	3.514566991	3.684486619	3.774933909	3.706070801
WBGene00019730	5.148512723	4.260489666	4.176617942	4.034047332	5.038119541	5.137479889	4.80276845	5.16106624
WBGene00019731	6.155822116	5.274520699	4.718854719	4.956555821	5.618892582	5.665107085	4.047306292	4.682457633
WBGene00019732	3	3	3	3	3	3	3	3
WBGene00044313	3.533936598	3	3	3	3	3	3	3
WBGene00019733	5.330808161	5.203433051	4.559730357	5.941007923	5.45941476	5.489077347	4.850963174	5.670504517
WBGene00019734	4.032129483	4.113128386	3.938624509	4.287278042	4.050615415	4.146824615	3.30688891	4.817795216
WBGene00023458	3.533936598	3	3	3.177560818	3.280104283	3	3	3.21143436
WBGene00019735	3	3.301737941	3.156509871	3.335643599	3.280104283	3.16533442	3.871552142	3.395805922
WBGene00019736	3	3	3	3	3	3.16533442	3	3
WBGene00019737	3	3.15874315	3.54433698	3.177560818	3.514566991	3.789567328	3.30688891	3.961277016
WBGene00019738	3	3.15874315	3	3	3	3	3	3.559263004
WBGene00000175	3	3	3.156509871	3.177560818	3.146839394	3	3.161589261	3.395805922
WBGene00010830	3	3.15874315	3.156509871	3	3.146839394	3.16533442	3	3.395805922
WBGene00010831	3	3	3	3	3	3	3	3
WBGene00010832	3	3	3	3	3	3	3	3
WBGene00003689	3.376938259	3.301737941	3.754908845	3.478102426	3.514566991	3.313654502	3.871552142	3.559263004
WBGene00005257	3	3	3	3.177560818	3	3	3	3
WBGene00005258	3	3	3.156509871	3	3	3.313654502	3	3
WBGene00019745	3	3	3	3	3	3	3	3.21143436
WBGene00019740	3	3	3	3	3	3	3	3
WBGene00019741	3.533936598	3.15874315	3.297690316	3	3.280104283	3.313654502	3.161589261	3.559263004
WBGene00019742	3.804431592	3.551153539	3.297690316	3.177560818	3.973994676	3.789567328	3.559809383	3.839309669
WBGene00019743	3.376938259	3.15874315	3.156509871	3.335643599	3.402093432	3.313654502	3.438884535	3.961277016
WBGene00003688	3	3	3.156509871	3.478102426	3.402093432	3.16533442	3.161589261	3.559263004
WBGene00003713	3	3	3	3	3.146839394	3	3.30688891	3
WBGene00019744	3.200744779	3.15874315	4.101565999	3	3.402093432	3.313654502	3.559809383	3
WBGene00005256	3	3.431828966	3	3	3	3	3.161589261	3
WBGene00006868	8.287964832	7.593743744	7.60738055	7.86584838	7.882623143	7.714608612	7.783884513	7.68821872
WBGene00019746	3.533936598	3.661358331	3.297690316	3	3	3.684486619	3.774933909	3.559263004
WBGene00019747	6.851622753	6.315594274	7.211937853	7.282942905	6.847261933	7.160130683	6.697148804	7.519767563
WBGene00000928	3	3	3	3	3	3	3	3
WBGene00077490	3	3	3	3	3	3	3	3
WBGene00000991	4.133781893	3	3.426278156	3.607749765	3.618902645	3.448137644	3.774933909	3.839309669
WBGene00019748	4.556203609	4.260489666	4.502534237	4.956555821	4.747219462	5.012801033	4.203955806	4.880982825
WBGene00019749	4.401743307	4.1886897	3.849689043	3.726700989	3.893075286	4.366553285	4.127756154	3.961277016
WBGene00001572	3.200744779	3.301737941	3.426278156	3.177560818	3.716198971	3.16533442	3.161589261	3.839309669
WBGene00010833	3.376938259	3	3	3.177560818	3	3.313654502	3	3.21143436
WBGene00010834	3	3.15874315	3	3.177560818	3.280104283	3.16533442	3	3.395805922
WBGene00010835	3	3	3	3	3	3	3	3
WBGene00010836	4.133781893	3.301737941	3.426278156	3.177560818	3.893075286	3.448137644	3.161589261	3.559263004
WBGene00010837	3	3	3	3	3	3	3	3
WBGene00010838	3.376938259	3.431828966	3.297690316	3.607749765	3.146839394	3.448137644	3.559809383	3.395805922
WBGene00010839	4.481039608	4.733911367	4.176617942	4.855751536	5.280091556	4.725564028	5.07039018	5.211103024
WBGene00010840	5.832070141	4.629312613	5.07328892	5.339158429	5.075272412	5.288545172	4.850963174	5.519834449
WBGene00044069	3.376938259	3	3	3	3	3	3	3
WBGene00010842	7.046693379	6.833883764	6.665384174	6.957699537	6.999980683	6.915082543	6.587632713	7.17365405
WBGene00010843	3.675514316	3.431828966	3.156509871	3.726700989	3.716198971	4.065457866	3.30688891	3.21143436
WBGene00010844	3.922768025	3.15874315	3.54433698	4.123488153	4.258722274	3.313654502	3	3.961277016
WBGene00010845	5.67231094	4.682559739	5.389494477	4.434354191	5.181313703	5.392292662	4.897599811	5.670504517
WBGene00006974	8.599160106	8.34977066	8.510156037	8.860540094	8.718145673	8.697036851	8.090289971	8.537841579
WBGene00019750	3.533936598	3.431828966	3.297690316	3	3.716198971	3.789567328	3.30688891	3.839309669
WBGene00019751	4.481039608	3.948984728	3.938624509	4.287278042	5.075272412	4.065457866	4.127756154	4.609709533
WBGene00019752	3.804431592	3.763738925	4.247957842	4.207706244	4.321915732	4.146824615	4.345249847	3.839309669
WBGene00019753	3.200744779	3	3	3	3	3	3	3
WBGene00019754	3	3	3	3	3	3	3	3
WBGene00019755	3.200744779	3	3	3	3.146839394	3	3.161589261	3
WBGene00019756	3.376938259	3	3	3	3.402093432	3	3	3
WBGene00019757	3.200744779	3.15874315	3.426278156	3	3.146839394	3	3	3.21143436
WBGene00000066	7.033601482	5.90950341	6.39379536	6.364415369	5.893066965	6.729446802	6.983205805	6.73459294
WBGene00006475	4.133781893	3.301737941	4.442976613	3.607749765	3.514566991	4.223846317	3.671377669	4.533097392
WBGene00019758	3	3	3	3	3	3	3	3
WBGene00019759	3.200744779	3.15874315	3.297690316	3.607749765	3.402093432	3.571146702	3.438884535	3.839309669
WBGene00019760	3	3.301737941	3.297690316	3.478102426	3.146839394	3	3	3
WBGene00019761	3.376938259	3.301737941	3.156509871	3.478102426	3.514566991	3.887511217	3.671377669	3.839309669
WBGene00004206	6.694135939	6.077945186	6.136183115	6.308298012	6.337284754	6.319838105	6.252981742	6.344068347
WBGene00019762	4.627644746	3.948984728	3.849689043	3.726700989	4.382456935	4.065457866	4.534209933	4.178051751
WBGene00019763	3.675514316	3	3	3.177560818	3	3	3	3
WBGene00019764	3	3	3	3	3	3	3	3
WBGene00019765	3	3.15874315	3.297690316	3.177560818	3.514566991	3.313654502	3.161589261	3.706070801
WBGene00003218	3.200744779	3	3.156509871	3	3.280104283	3	3	3.21143436
WBGene00010846	4.556203609	3.661358331	3.65346132	3.335643599	3.514566991	3.887511217	3.161589261	4.275334211
WBGene00001585	3.200744779	3.431828966	3.156509871	3.177560818	3.280104283	3	3	3
WBGene00010847	4.228740898	3.551153539	4.667738829	3.335643599	3.893075286	4.223846317	4.127756154	4.275334211
WBGene00006678	5.196291131	4.394184202	5.357594169	4.034047332	4.92055037	4.671595897	4.592070135	5.705835647
WBGene00010848	3.376938259	3	3.156509871	3	3.146839394	3	3	3
WBGene00010849	3.200744779	3	3.156509871	3	3	3.313654502	3.161589261	3
WBGene00010850	4.939805331	4.783497823	4.815954442	5.481287134	5.487248897	5.214988892	4.850963174	5.990030058
WBGene00010851	3.200744779	3	3.156509871	3.177560818	3.618902645	3.887511217	3	3.961277016
WBGene00010852	3.804431592	3	3.297690316	3.177560818	3	3.16533442	3.30688891	3.839309669
WBGene00001677	3.200744779	3	3.54433698	3	3.146839394	3.16533442	3.30688891	3
WBGene00010854	3	3	3	3	3	3	3	3
WBGene00010855	3.200744779	3.301737941	3.65346132	3.335643599	3.146839394	3.16533442	3.161589261	3.559263004
WBGene00010856	3.675514316	3.15874315	3.849689043	3.478102426	3.716198971	3.571146702	3.559809383	3.961277016
WBGene00010857	3.200744779	3	3	3	3	3.16533442	3	3.21143436
